Ocean.Depth of warm surface ocean layer,Ocean.Thickness of intermediate ocean layer,Ocean.Depth of cold surface ocean layer,Ocean.Reference overturning strength in Sv,Ocean.Reference intermediate to warm surface ocean mixing strength,Ocean.Reference cold surface to deep ocean mixing strength,Ocean.Reference strength of biological carbon pump in low latitude ocean,Ocean.Reference strength of biological carbon pump in high latitude ocean,Ocean.High latitude carbon pump transfer efficiency
175.93329860934978,932.5777852138875,398.2071166266453,21.66942932355765,56.85972588784141,15.243309311814514,0.7292218098521059,7.801870795286078,0.2637235401750604
358.92543060007944,737.2952540373931,201.1336385780095,23.626199748367256,63.75901344117004,29.249897901851398,2.665861674175007,11.831010415531834,0.14966985095383023
95.24712889407208,951.2379989010063,493.94205087422205,29.987584250374915,80.67991036412134,13.826509650109475,0.8876107021662397,8.514599171842121,0.23781125375005058
419.3579999843868,951.5155528051165,298.8640217656191,11.440434897466748,71.89458531815207,12.247966414645902,1.5475471907873657,9.712261494298204,0.4643563793252252
87.010391535652,311.41316575060347,258.54572144674097,24.988331302506104,62.724339568216934,10.629590208481837,0.14000983319881644,5.103141015748872,0.28683341497888937
76.97318626303135,933.7095878177805,85.49539823526324,14.10137246517051,70.6072491635502,23.744371317432556,2.5678022064163755,7.985390994444832,0.2806283732762266
270.2094696613905,383.91251568233935,195.39285789686267,20.412323999205114,79.08763579749134,24.611921436436315,0.8749155352260105,7.838986833739155,0.19507502793138035
98.97410903372504,381.2673940065216,479.0710248169503,25.21296100329416,59.04809698013769,16.58002403546585,0.6123113082606677,5.67539793506389,0.31863901988371357
90.2111596512064,580.633193960691,125.42486603479239,12.191873095683007,62.12429832154635,22.00834760776894,1.278719961669903,8.064290388492473,0.2382513292157741
76.52203608812877,895.8757219994321,248.83522222155656,18.814676795487983,82.4301567516469,26.552275509130304,2.4552277425090896,5.314739390498322,0.24698833275935916
247.78749825736574,910.5983714718715,98.68687827292064,16.451110974566035,65.51809633029492,13.719405566671842,2.7143077368472635,5.299106423361891,0.47523865787861863
422.58075498700265,737.5513445862082,139.79956205230917,11.40259945863657,80.97834461185644,11.340527454727539,0.03644719060627499,8.281793578206807,0.2813355255734532
437.97348195349963,745.0748004165705,161.226862007043,13.750445252693162,85.37193920504711,17.096183400795297,2.856254492098585,10.463546640427522,0.27051625246855515
312.32690824627804,845.4151659131013,290.1784254447771,21.905267149421334,65.41947623550983,26.305697756326424,2.7775213032520583,6.090406015838778,0.22816979137082774
307.25405321898256,604.2411713539417,428.30901107127727,17.366246725343963,53.78543356395867,14.808314261106206,0.5344563259212826,5.595595786624978,0.3714355774510911
129.04656939237427,902.6172672196875,465.01460332815975,15.34477744878248,76.26881461473982,11.132661138016049,1.0054893399550318,5.569671446039873,0.442398038844273
111.32034948476122,464.09883925362533,452.17537252096673,17.013949330190297,78.25505662958939,17.3187611400882,0.6506317785362254,7.34711718622297,0.14433192405553333
96.94132964880731,780.7806230086524,215.14812964965984,12.471673507400162,56.001804120216114,15.501031995548523,1.1620155635678697,9.280549344981097,0.40462113671881783
343.99244081398945,925.4174553069378,296.99360525508445,29.806681028163723,56.47080412060038,12.75661297748399,2.78109504116839,5.7454002565241575,0.3747670969727541
337.4433149015842,321.63052017183776,208.48511106598062,18.089226434280448,55.58031726486183,13.03256789637079,1.07053601535783,11.834183185608076,0.258284819263797
213.32671519300615,504.0947546535453,466.2365149749542,20.538387231878374,70.44152758267953,15.129773153776707,1.3299467721276284,7.120761828370229,0.1512501822212593
319.5908327583198,838.1486171288842,216.13751320970795,16.369976144505777,88.60136168414394,20.110631750446103,0.34464968325823686,9.729920976110897,0.1266352405039425
493.6403017014185,557.7038404571488,295.36554466589087,16.80118368683303,74.87006617028261,25.993384672129523,0.8670071004786442,11.743875491502667,0.26241203527975215
384.25223798039787,501.2470691176375,403.4354774722643,21.8737539602649,68.07771382900857,25.11845284479187,0.7175482142219022,6.354763979273082,0.2937583940404223
385.54150603127175,624.5830692171891,281.6168130057781,25.076393076263656,60.42478182783242,20.10172094364306,1.170810054215273,4.010972135753066,0.36606022990916887
406.777245544405,454.0101960349417,282.0529963965521,17.959130869313217,74.75989606791919,26.017711507678502,2.353707980833465,4.631571028668131,0.3678061568121914
265.0020283214675,829.2847047051735,457.2071527651469,21.833941981739095,57.88533372712831,17.250248342033846,2.8972529564461613,10.744798689366998,0.3261541475396326
317.8998879423379,748.7756256245668,70.98096146494211,23.003588442151457,87.49286420097536,28.94246637201802,2.1067614631624134,7.242839044187778,0.44411594220625383
210.49926750873527,869.888497379337,459.30797468729867,11.859728470536764,60.07271487632295,28.825401327416746,1.3867806641457967,10.96825170863448,0.27619105202384353
254.6402070079397,497.8269594624043,381.9150422742799,25.903446508827457,51.23897771148753,10.889439495247979,2.576249481840014,6.516172448409405,0.4396613418094021
420.72211678927295,545.3118129690215,253.85005413199167,14.548510894153338,64.87151839546458,12.562950285246128,2.989628093159153,10.391346265555907,0.490049945016918
392.11017865901755,820.3792193631517,328.49551189810086,12.941180495726881,68.00836648240131,10.240915007557781,2.9569679300297658,5.216619461061325,0.23085977114702827
378.1163710987507,417.69608640419426,263.8995180721443,26.365049821519086,87.19591466637019,22.02366935305897,0.29930608672203907,11.49218578486571,0.2549829723587337
230.90108569648123,428.5262614684908,444.40088489198104,25.330382989517407,76.51048358928941,26.710223337845363,2.4095384590645583,7.124877708555594,0.29745518773470725
353.0806297247496,359.02481173700846,322.22761297881743,25.825483083163505,67.73187120810789,11.48637029430596,1.138869775946111,6.487088019013436,0.24195339818077716
240.4894282616754,492.6742083227981,397.7165612606851,16.4753396185928,53.54560869250107,23.622841672122952,1.6139610440896717,10.779621758572803,0.4442084840158146
190.01806585646275,912.1765926197731,354.78157277860976,27.75492704412497,71.03361287080384,14.577199065087058,2.9838887014364373,10.70350151564572,0.45032020326103006
159.01858008473533,522.4619966589561,288.59144558206117,23.048666584954727,82.56038164657033,10.476574497423009,0.531663680252712,6.753396413774087,0.2566024655047269
85.29167320756517,353.0660335715032,257.3356670272475,23.94075132006118,62.941559787555136,21.28923693790982,0.7885457675807543,8.572718173258059,0.11588446279492214
318.9385647190837,478.0248103685765,224.61816924788653,13.047389768192554,80.35435706119934,11.628243508026475,1.5249536245275417,9.86894205936616,0.3647338429127204
202.1269288706361,651.998430984097,418.7847042412794,25.197347602014197,57.80812110111825,13.904093246276958,2.5827729908914736,10.655471759643328,0.28189989746931393
440.30180459862737,852.8046464444419,158.68449749146447,12.358564335134666,81.76785864116496,21.515235378778947,0.3194826634180691,4.313184670672673,0.26506098053498045
147.96853235627694,699.0179666335807,260.1689720204445,27.625974583046414,86.37887211294878,22.023141006524767,0.6984621271114584,6.317756189229821,0.33419508456466807
390.4905481101955,910.4160336750703,87.23086412395278,17.591333781127894,55.31341446466434,11.480518324456451,1.16351480437591,10.210471093724838,0.2581400464690521
376.9422822853614,613.7355239932951,499.103778110602,22.788468349516375,60.66162284773498,14.78422802646816,2.1961203792813064,6.3267346424370485,0.4083308519128229
423.1413668562068,936.2508605436782,377.42505726288925,29.56545828051182,58.108289066682275,12.638585486883258,2.376865881670021,11.463316845261843,0.10431446831272245
385.30921779927473,717.1089207625669,403.83795368552177,27.566175366692526,79.83934042381792,20.094581298666675,0.26868652737199183,8.975577358304616,0.38057388503689904
302.38060464114847,830.4573941363665,190.04635336307425,17.523573391698662,87.79773937495185,14.030968096978453,0.20883874640671607,4.884280951567253,0.2987198611304165
278.9273376346032,738.00805611751,360.608337721933,11.201635617227932,69.91986644109414,13.545568858995004,0.6507991381441329,7.215462587003148,0.2168155473717402
177.08876638958859,520.4517450068885,434.6972515003589,22.322995832921514,70.74546541027163,26.55521969891989,2.3486508032839106,7.027500314548116,0.2046402578370119
101.21461121584088,763.6604459161526,342.52485289033365,28.987610755451247,81.4055904278267,26.715845821405907,0.22192726457906065,9.837508534675365,0.1741028939984172
403.9215342891657,752.3300503817354,238.5541481842001,20.26829193527261,71.27920605172389,23.724290285089822,0.8286235398696848,5.323115769371269,0.14928457062169598
294.29222376466987,657.1380112373494,82.96704782062845,12.483464410429093,75.99362026255675,19.74595135706144,1.423557752085988,8.669716351037806,0.319476749105712
406.0193723020945,605.6822550346283,352.5446857705475,27.598280636964297,71.90231545567903,22.424371346974297,1.1958030835676368,8.895952864370049,0.40390457783580813
402.9955856592664,720.8389438189117,468.85014391149025,12.237746231964712,83.95192224244289,23.319453381713867,0.2972950628270664,10.128507218268048,0.17562768732196854
217.7037875169193,392.06702216344667,272.678711503429,14.549099332854404,79.20557852223739,20.509952377844535,0.05304870203776846,10.454750247593058,0.24773915376810593
149.00315806901858,693.4635015086154,119.05469523816099,11.397626189247603,55.92357267684672,23.63961041483379,1.516414506997552,9.275591686221663,0.23888552670625973
469.5293453421901,819.850143812187,121.48510849835209,24.461963984032217,82.56632516584881,26.0814093887843,1.6147374892503281,8.674593923657401,0.1266048789530274
478.6273970639849,417.16413474014945,288.2765524651911,23.807432616828912,60.22457387995961,22.02447422467344,0.2541047011245673,4.293352694352692,0.47655404230508447
237.7885657956373,760.4875949582988,324.3153389091037,12.191806086729304,65.54829709047641,19.175901894360937,2.4388028184490134,5.50120029192786,0.39325703275282675
209.80106659594958,987.2209871764367,449.7719089463087,27.813839320797936,69.43094558583935,23.867606579454232,0.8740701959769704,6.94668884394238,0.2665651616054058
237.6722916798264,753.1453780389311,176.1218002476669,26.695517167897183,77.19367636141297,16.023652380043018,2.7219417001040735,6.798992583571369,0.2509937128791047
242.16753699888565,810.5891304838877,274.8494363446031,14.84779165166961,87.84145461990568,25.314084220868935,0.9544831586937319,9.408792939106927,0.12075727891622622
116.78623274292342,486.4007347409323,455.25157912409384,13.374285993493945,50.925119461202,21.099342765370228,0.045127749830986774,11.248387482211632,0.4801231346807032
476.6792976962584,717.81666317545,415.5448919442784,25.433789759698314,77.60801666479776,18.46249102787624,2.211423901365783,4.121910960985231,0.4854885837455237
367.12633798068686,756.2081844967738,221.95607876748946,23.54648124093699,89.49242752214926,17.498237155359256,0.6930809649052162,5.690760427978298,0.15835589367258535
246.85457610626247,504.75538816749463,422.01497668654486,22.29119968324737,62.15953600736414,13.89616027156178,2.1561515263067212,4.981944669329229,0.14619137248216652
288.6143370258141,321.7981098731443,397.0510904347767,21.791189644370007,77.00098176113853,10.406226173287859,1.8135185679950503,10.311560199069248,0.34724436983724694
346.7800133493549,699.0085174959577,235.63222050808218,21.14355597017387,82.24881731247507,12.49656957041918,1.6237683222997794,11.203654111440228,0.34336316540976264
367.45879947750865,617.0720030431064,340.9200851596352,14.624702198753587,58.326763610389676,20.85881881856846,1.4043685461762083,5.699716201412325,0.2707632997478324
