gamma,c1,c2,c3,kappa1,kappa2,kappa3,epsilon,sigma_eta,sigma_xi,F_4xCO2
3.6454557674528036,5.167455199059028,14.129789439996726,160.11236579835514,1.254332338280956,2.1391452122600825,1.3142889749433233,1.2863575643563867,0.6575006987717722,0.7352151499100388,7.243139929358932
10.172706824631872,3.808649912579935,22.783104887680317,287.48750622702266,1.7979167882417266,2.861631997950585,0.8209287353619092,0.38980257768213405,1.5915844378639008,1.0092938980704271,9.431064554322392
12.64835088987971,4.004514390224696,12.731656878286376,112.45025617598981,0.5589758992303236,2.0405388167158436,0.7874264910930258,1.021855238684322,1.0583929834359074,0.4267019990415083,6.66608095270766
4.189191014694413,5.774367873866328,13.305706711171288,80.50681176207533,0.8275225003993361,2.9256827606498774,1.374142964740899,1.5853386765952706,0.5361728005744201,0.48388550720825335,7.446268823064423
23.574444518298286,3.5982239199972685,14.097830650766403,68.53974728123212,1.682518684975146,2.3514972499791402,0.5701742226661871,1.256284568335077,2.374535404678251,0.8131844636561054,7.974796042829829
6.349395885462757,2.939306967703219,16.08434287756545,94.69100279682503,1.0691020249635275,0.7576896433151785,0.7957702535921685,0.9753528752503084,0.23545027504747978,0.2807950314618184,7.6884969342070315
4.828239292042321,3.7046487401297408,34.23493022409622,110.92868575934682,2.259240656849406,2.902683000282263,1.4327067843397603,1.0823721284587886,1.1729217583720568,0.5558277405690586,9.671722688260406
2.2404672711888374,5.389994011686348,19.622825236610225,150.99758222699387,2.2043262038242766,0.6513456715091333,0.6821545225158893,1.1324004295939019,0.5266538914888306,0.517278478058756,7.84171590190244
5.270129423306539,4.407009209887932,7.093929092850434,76.66536631557452,0.4441137180335253,1.4860934357069162,0.7378211578403131,1.1303504751689795,0.3554661259204895,0.2743499583118427,4.895374245312629
3.7823664666824928,4.892572098047412,26.177502701337296,72.71626953074991,1.1037394631465534,1.108566294801106,0.7326204187150509,1.0303028054056327,0.7969902797636208,0.5353458604227151,7.5149157217999845
4.461333294385273,4.564294360448388,28.230102133311213,101.17048197685584,1.4253711935534732,3.601611322081905,1.195109473584976,1.2098440801541335,1.2461160606804023,0.5116174527044948,8.42412777248137
2.529643378477562,3.7581843489301057,11.054303836129586,79.56467287369082,1.0571968935670255,2.6432894453278606,0.7973916640860645,1.2097453672309944,0.519197052687928,0.3404513626210611,7.430880142568363
3.8087256677330155,4.955932812539503,8.350642916382245,358.92535031181126,2.5640631817744,3.2880181236221926,0.8057058590891157,0.41043081774969953,0.8841888414693337,0.9416598862659004,9.16210743479443
4.997346383483293,4.1124492557813745,9.692606807499493,10.512709750703777,1.1525405918706673,0.5428297371305584,0.8124112095859326,0.9419495346001918,0.2716666507345978,0.25782378067394895,6.525426264624286
8.804969393307173,2.89246623875403,22.003336964625845,63.8788779215425,0.9975729774592847,2.3629078034325115,0.7716845653497048,0.9408538626779033,1.0213380450683398,0.5789764423726396,6.968080432451857
6.29149368451088,4.34950013190645,27.14500644868197,81.26186265185777,1.4355677936018654,3.132018972819014,0.2625703209213318,1.042535441597077,1.223545685942671,0.5060345458490575,8.417499285611974
24.223480304147138,2.1385972236199784,10.869450795339855,194.39263544369754,2.350424296377671,5.879641238449272,0.7112288819510266,0.9365152435098836,2.161169202978143,0.49714289433666237,9.40495963909311
30.676520294411173,2.965278783762267,5.248221936216111,123.48968212556233,1.6148442034343435,0.3708089805129622,0.3896964683110598,0.829850212729062,2.7434110021585436,0.8414416215262994,7.364573396934098
4.5413283162781175,5.135075449076391,16.28739487876281,84.53546645370402,0.9125333432680366,1.675858089885407,1.0429822270592046,1.058736149620659,0.38848075035531193,0.4377045385681729,7.896815048179526
6.485005597953328,3.8610223128891383,15.776459759066315,112.53005086282221,1.6245843349415612,2.5455969094626374,0.9686790269725346,1.0690531073964529,0.9789202961177412,0.562176386427377,9.147974201123523
12.34161602142644,3.6730030618719853,7.522844717308086,27.889815175525385,0.7242542477381066,3.6774297234257745,1.1984289808519155,1.864861587730823,1.1402150605532375,0.40780748234619363,7.435544446035435
2.7911444227651807,4.362291655402622,31.710668368459082,135.5281852691382,0.955602071022103,0.4907010682177593,0.29223555364556886,0.5690731558863891,0.4442112096639496,0.34505163846341486,8.597156449663816
8.016692009444167,3.2359138522406825,5.862854963430726,143.39041827690892,0.6140818282238316,3.1717944541059904,0.8100799460629959,0.8698446862142584,0.6651972081334635,0.44275501453690197,8.303195118362208
15.327674039041156,3.0878152537757337,20.480464034521155,115.2411267050118,1.9849396309001643,3.7787986657480674,0.7975114784001076,1.2410961299158008,1.8410434416956771,0.6295728575920374,8.570711970184883
3.578949428819131,4.739762564951278,9.05647417932866,45.13041104449583,1.5954733658921987,1.6106911282841954,0.6177759602970349,1.39390468766565,0.7654562220774725,0.4599867776413582,6.865697914898823
2.8165850373364276,5.523803601685953,31.057198329970163,310.5437727894323,1.609291608209859,1.1056386558296172,0.18255466997194142,0.22198615769936123,0.5103831588285513,0.6759500971158013,8.484884890968978
33.53315407999308,2.807764695466893,15.115203095385134,178.47706736053078,1.5728969832990383,2.175700978136955,0.5593101276967261,0.7846759051341764,3.263053599918565,1.059058667572386,9.580679764013846
1.0477591149864778,2.868920247501401,22.182162844090563,151.5823949623109,1.3102188912424078,3.5961713783176963,0.9568970596799832,0.9853399595357316,0.5166116377370212,0.41792537701704396,7.80439418796216
12.247450064524905,6.764035403538696,42.22142045395926,157.45368625382935,1.3799597742777865,1.0013656767744563,0.34942805543690253,0.7697426207279806,1.259299795876485,0.7682515472902506,8.79051708857142
