shape Sulfur,beta
0.014578435947233424,-1.7721153437260584
0.0321518506253123,-0.7860829904718452
0.039227033075545543,-0.3634460958068949
0.031479956866147754,-1.2905895665700235
0.0029701257520396013,-4.391074050491524
0.004600197636763273,-3.538298789364174
0.003927897269664027,-4.108185821576255
0.014893760374508475,-0.6094817721502204
0.01611524533397706,-1.7390188722740108
0.013415797597875636,-1.9500676099441163
0.021058531995635354,-0.93055518428508
0.017692408682677727,-1.0598337043024295
0.0065724878981203985,-2.55917488013685
0.04043350811936536,-0.7787105217821556
0.0281463527202468,-0.49768057199749993
0.009089703233384216,-0.27849690346163797
0.01087326370045408,-0.055559162844096996
0.002395270788082742,-6.799332112164089
0.004978109225773217,-3.460516402433888
0.019137335289312052,-0.21234820352176295
0.004009533607993438,-0.251090674482862
0.005276664579777612,-3.138281595197355
0.006486743164292161,-0.2827626846596742
0.004305854051587266,-4.851620028081187
0.02098679245652438,-1.2754499326663487
0.002849167230816384,-6.046185369810308
0.004432982502372599,-2.046091611231337
0.010030611082517354,-1.991873973328118
0.0015217135131930272,-2.135211799793322
0.03267879383574429,-0.09866498294939074
0.001414566428034227,-10.158514524314095
0.00432598547849083,-4.407610539472541
0.021550625552524006,-0.303538152171274
0.021647531809895138,-0.0798753599484986
0.015024595256255891,-0.9205893008426211
0.03632831689743584,-0.2738503119353645
0.014274038634679454,-0.2634744404666269
0.00540856786014658,-1.0378105247076037
0.015430489865159646,-1.4594913776637342
0.0021850537039141897,-8.591307539674302
0.021288285822016535,-0.41771843273535114
0.006104454012088045,-0.028443190658413373
0.00775912934080645,-0.09483695286433333
0.014189078144196555,-1.118580674062557
0.01165267541215154,-0.5464004073512848
0.027436176004735965,-1.0978441029307182
0.025209560591323562,-1.1703286232301775
0.016610366363356027,-0.027699821884827006
0.03697977375386295,-0.6418256661357427
0.002533807721098515,-6.341712929728903
0.002847143982381237,-5.0825591287152285
0.015308717402367129,-1.5522538585614085
0.007574199964082807,-0.841091504022506
0.016712262933491526,-0.7428667221956345
0.03768107156885109,-1.0266461185868887
0.013837472205837777,-0.5810929118055823
0.007320919048947515,-1.8032271116343168
0.044135038822914384,-0.30291810883181036
0.006380387516562545,-1.0977198295459631
0.021661623308080427,-0.5139131831285118
0.001985702105921652,-8.391040334476127
0.003521230087373147,-0.006229676024190685
0.007444061655402086,-2.5773100869215444
0.024382440731798433,-0.073316428882275
0.018881103432061667,-1.0237420914486919
0.01302061348433975,-0.29765808809271127
0.010886561973703721,-0.8205670820317986
0.004688152486184662,-3.7177005099047293
0.00439634784865062,-2.90863276406467
0.011220778492019386,-1.6799830011438721
0.0029858868899812563,-5.062516312278457
0.013230338477356274,-1.3294299725327163
0.00645545940079361,-2.223713545165812
0.00012999031229210013,-89.85383085424046
0.03041784157484948,-0.6310462111340405
0.01702580337762282,-0.6215086492699309
0.02200039389015058,-0.21613407904455878
0.0010683454747431095,-10.437264710755567
0.00711335225330408,-3.179676194561914
0.009157068747055217,-2.2041679699900505
0.010800016554593431,-0.7563606712910828
0.011789763583177116,-1.687531335888455
0.007948008931593479,-3.0868956777337573
0.008837392705187139,-1.0598467414359345
0.005592375884023193,-3.064853890524575
0.010047118097530899,-0.08683537380947423
0.009910192627513515,-1.5873658502684322
0.026987985164528005,-1.3425097209167394
0.03449223291166987,-0.024692579189257782
0.010740633690226944,-1.4458211798033624
0.003565684288642623,-1.7790297623658107
0.02617554731651014,-0.6910939430759615
0.03705934482195126,-0.7109946996514732
0.016927223821696515,-0.11482092353019097
0.0011338216290455267,-15.41673024129168
0.009155036310897419,-2.1566413252276786
0.010362509566949287,-2.511647592319426
0.02381142503066658,-0.495759577430157
0.000896955134307252,-1.4289075556224453
0.029251406721026652,-1.1607029492528174
0.026113836203209184,-0.5607708403534876
0.0031226761111552105,-4.752902379706093
0.004258265543246595,-2.722256418697285
0.026608508197736074,-0.4174555592617195
0.01644159142617746,-1.9110142818531985
0.010279809963039746,-1.6316457757441962
0.01691927106517732,-1.4161339840473846
0.009328039159779802,-0.06074389596718715
0.00463040173356389,-3.724264275975629
0.016359664481817915,-1.0303791180709319
0.00523968868673044,-3.8001880239671477
0.0041954256373087405,-0.4513736400347428
0.0007975027815410108,-19.605351246536035
0.0026506518562429593,-5.374171948611935
0.010218329732338126,-0.17589403332189796
0.016454779593108534,-1.5440645618174762
0.006524745341770231,-2.1608143351045386
0.004341979738678782,-3.253320548664935
0.001019369013410874,-11.657630756900792
0.006062001584749348,-2.9825412880932176
0.026652995626072346,-1.1321236495494658
0.0009465069820129514,-6.590538620931551
0.026400445114097185,-0.3114824025140775
0.004042133598977162,-4.818112903309788
0.013091806877496198,-1.728139424712024
0.0013360204344924043,-8.461079163302868
0.019003270522893374,-0.77839230184144
0.006937248505483218,-2.791379894696058
0.028746970043403878,-1.1066674207786955
0.006300092526565366,-0.3106142439432891
0.009029399897871004,-0.9078567962408832
0.008402632743680753,-2.1286642321457414
0.003305098702033802,-1.404408196399634
0.008416460673253561,-2.7870804556952278
0.010872609868687906,-1.4999281178911659
0.021523802181066105,-1.541161121826227
0.006116845119374472,-0.8231665593389021
0.009507263976587986,-1.7785305758885763
0.010038116702870584,-0.9010685987211806
0.00296568999207195,-2.7796483626837167
0.016973811809039265,-0.3635227119476951
0.003901330878136153,-0.6141800545607661
0.0041910846606452255,-3.7830470232126108
0.035599206064096674,-0.3937739828525576
0.013370639441294262,-1.542924459900425
0.008612130776007395,-1.6258266351633048
0.00825623775312404,-0.9639163404458049
0.03329985627766513,-0.2561336741087316
0.0028460110606280606,-2.6399261231876343
0.018462719988083763,-0.5931084961688897
0.007205532888141724,-0.8273029508309758
0.0036351375548167473,-0.9777263290720419
0.02872464523504659,-0.5051170191002958
0.004233517459438671,-2.2254201642311187
0.025222969678936672,-0.40641018936377704
0.0047679309330813605,-3.328691917507615
0.02345397751025922,-1.313434208710096
0.017440403823555953,-0.562075411389596
0.005958955783513406,-3.140350563979944
0.010070395588045766,-0.6133592735485862
0.03181070254492343,-0.9888512097006299
0.035389658122116766,-1.108802378326596
0.00413413787663597,-1.1187598893469728
0.0008899040626128589,-11.01631901354147
0.0001528129297482717,-6.626774194993607
0.021958136395013088,-1.4425807406569602
0.010333558864713897,-0.561533837618342
0.01722133055453219,-1.4690700650990955
0.005837944322362395,-2.5886728829549717
0.01625167610795763,-1.0627806006569345
0.0031281370591665376,-3.525150180286437
0.00032931302304019206,-2.150858094774816
0.028589160701664375,-0.7306636145515981
0.026663026525838067,-0.2913366336348255
0.00015931575683657157,-31.902467440353654
0.012048823026954638,-2.1525645358651517
0.009615777806619564,-1.9456048839737354
0.013230396085730105,-0.8979009915202085
0.03337025477126533,-0.8355951122635561
0.006103887332769394,-2.3266044293654815
0.001018029992333143,-2.9063964639029343
0.0037017885471718444,-0.14894930780961482
0.015286289831877048,-0.5380547869878876
0.008970130605138286,-2.3361318733061527
0.009102170464974208,-1.9196046534436326
0.013681574219830808,-0.6966927544936866
0.04072378320802682,-0.4288970340608714
0.0006986984679604754,-7.025233921139349
0.032784911791174695,-0.592026759961002
0.02393877357512731,-0.3599679840975595
