scale CH4,scale N2O,scale minorGHG,scale Stratospheric water vapour,scale Light absorbing particles on snow and ice,scale Volcanic,solar_amplitude,solar_trend,scale Albedo,scale CO2,scale Irrigation
1.2246288544610795,1.0893172994135194,0.9384416901026585,2.2867600452055914,1.0134227582164985,1.0474151435098231,1.1860296153358045,0.015248773656746595,0.8880471237743459,0.9843107317395586,-1.884669160664233
0.946281869298365,0.8544680760305026,1.135300248795983,2.2752838942871607,0.7224899741286359,0.8418703097949771,0.8867102861238831,-0.10761400900050933,1.5425167673990425,0.928683341270956,0.03822490680414459
0.9871534758195156,1.035439946752531,1.1005391506718938,0.9923041506353932,0.16147059309390388,1.4744042437407416,1.058856921274177,0.020455710404825966,0.8064837523962882,1.1217045566147947,1.3726269768513855
1.1276496845914448,0.9008884114898033,1.1323273423780864,0.31385407093748674,1.0964351977343552,1.0607280803864172,0.7971540838290705,0.09295057072164803,0.5501959894543013,1.1027595107424704,1.923084185568414
1.2351612247867056,1.1250750375468173,0.9141723924316199,1.1125100650098236,1.5060122955011641,1.1750785079489798,1.2371299753547338,0.01270790957081136,0.9227725939065393,0.9815823616261075,0.8812287623612192
1.1164800659228298,0.9381198986980062,0.998851415350737,0.1220693479130277,0.5245653172902901,1.0186728811416477,1.5668864823212179,-0.06970688725742735,0.9443380989760096,0.8957756558117101,-0.578132993014176
0.8520856587715736,0.9098679564127918,1.1168765951628676,1.7548787102260117,1.7872420207973816,1.0045786647538486,1.4352761605417355,-0.015002457923703694,0.8827605331616976,0.9081033961650198,0.7535912948533698
1.0403885773403139,1.0058858990005142,1.0794124951970854,1.8085867130186675,1.4143069889963242,1.1795627296711246,0.7442633864902033,0.04720347481597109,1.2457815304118414,0.8518370083948434,-0.4625164828949557
0.9667794598405256,1.037699156579142,0.8965784111089522,0.5923430404483776,1.2279002523147398,0.9708466309465862,1.159076543431668,-0.05224027554934452,0.9413403242555299,1.077174175394519,0.6604829727328265
0.9742906589367635,0.9234464753103377,0.97061354503571,0.9953410443023966,2.2784650806750903,1.2900838000345216,1.1018311140038393,-0.028789999925382004,1.0938857427944837,0.8292421115338651,-2.578569970679506
0.9262494276393509,1.038879569390919,0.8660200587332032,0.933695070265018,0.9114887551120934,1.1726214313592553,1.3211434844394354,-0.004844003449720469,0.7118038029957143,0.9408644925253454,0.38916922706221546
1.0288725920707917,1.0552727511789495,0.9857150123245628,0.1738810844271651,1.0702584802185142,1.0014624803112053,1.1234313312424464,-0.06919930063839796,1.5277747393697796,0.8813600998496103,0.6827256634267481
0.8794115899479602,1.196267815135728,0.8874407949308055,1.700486670447369,1.6892326565658355,0.8683274747284054,0.9918468669760723,-0.017906821123397698,0.721497006890454,1.1972455031353835,0.9601358923768608
1.063143148524913,0.9379803444133799,1.0244441589759692,0.6370344161694763,0.9937310635879382,1.0646016538925847,0.9649506431137316,0.021752709870162867,0.5759403147926341,1.0228166054294887,0.3686139376258407
