o3 CH4,o3 N2O,o3 Equivalent effective stratospheric chlorine,o3 CO,o3 VOC,o3 NOx
0.000252964236946966,0.0008800499414112285,-4.489481704486216e-05,4.8840931524757545e-05,3.5337470219890392e-06,0.0013721892430854446
0.0002813494938181567,0.0014769319815854708,-9.521520726735935e-05,0.00022163698086653615,-8.53535837728269e-05,0.002048891754283315
0.00024165382434429452,0.001429888662627129,8.090650890727125e-06,8.289513449287562e-05,-0.00016060987927812398,0.0009763795200752746
0.00020188588800197218,0.000731640185671179,-3.842201096478589e-06,0.00020443206234120237,0.00011422589328520588,0.0007805241607363732
0.0002154628594811241,0.0016812355528992681,4.2259578784180444e-05,0.0001139911578276675,0.0003318327939118829,0.0008921493283516273
0.00023264771934923797,0.00101690971739693,-0.00017476858065598657,7.945186206068027e-05,-0.000124057976322604,0.0010814414254013088
0.000276605959451286,0.001270479511037052,-1.2049043461324294e-05,8.829564708439767e-05,0.00013010359918668728,0.001825608033452736
0.0002453167084570685,0.0018193101744899461,5.237751634711805e-06,0.00010507013368537257,0.00010267792057027589,-0.0003136035377355559
0.00020855581884253387,0.0018137959667126479,2.2799141353867437e-05,0.0002416280422600619,0.00017110526448492683,0.0010649085608898656
0.0002406979974402256,0.0013063682436024663,-8.564291810589757e-05,0.0001635881814522517,-7.499343425849421e-05,0.001223304356273171
0.00025784951860803,0.0010036861339959005,-0.00012220297398236082,0.00018773326290007274,-0.00022855771328939863,0.0007714541855451756
0.00026135086645461003,0.0012392892747067426,-0.00010188143190267512,-1.697945770449292e-05,0.00023554661491377596,0.0010516141652804581
0.0002329524192537154,0.001381028163084558,4.539608758181856e-05,0.00012478904938190822,-7.039518743968563e-05,0.001317001242788083
0.0002820084225086961,0.000951087556854323,-7.619919618840692e-05,7.574721993679393e-06,1.6583635863593787e-05,0.0021706829576350834
0.00020479025678236875,0.0012809075227541238,-2.4560104606772824e-05,0.00014195274202724774,0.00026366380294395983,0.0008463173703760962
0.00020993957590329497,0.00104681952081617,-4.9084184089253315e-05,8.470136191636195e-05,-3.911244435309896e-05,0.0005596094197532456
0.00032566459447708727,0.0013138332153544384,-7.655265484578954e-05,0.00031294402311446976,9.056426145339586e-05,0.0008103193246666357
0.0002541486346216203,0.0016095652501757762,-4.714007691921648e-05,3.155449287126522e-05,-0.00019839016904073053,0.0005636463014304053
0.00029169721481510743,0.0017056337699303354,-0.00015106876771564764,-2.9354893394842674e-05,-0.0002326154732620082,0.0008481950246936105
0.0002314208621847253,0.0011130052459731947,-9.759160277495905e-05,0.0001892752714546256,-8.011435411923585e-05,0.0005557848722587047
0.00025249142532430413,0.0012382460142062578,-0.00013012148239367597,0.00024111948300882476,0.00022536812292360049,0.0017698406779970157
0.0002084224612916034,0.0010153746104098822,-9.592358598237114e-05,0.00014597928484614878,-8.708700198444309e-05,0.0012944346491204554
0.00020999221264082833,0.001643037180503789,-4.558763428925651e-05,0.00018610713409149878,-6.953292017655863e-06,0.0006193601247540385
0.00017699257009462169,0.0013056181238114742,-6.902037780358593e-05,5.632632643115031e-05,9.888770576924963e-05,0.0006540992089192458
0.0002340331985617229,0.0013054805674702565,-4.877883109284389e-05,0.0001597240191505704,-0.0003371213003204723,0.00022941685937159664
0.0002206538045627532,0.0014694796369698257,-6.640872623888573e-05,-8.782436814251832e-05,-0.00011964384402844194,0.0011062208966636732
0.00021613712478946013,0.0013183419328640172,8.611096449048647e-05,-4.5837421131293495e-05,-0.00021036309023827375,0.000578124825135908
0.00021739830683945615,0.0012822749358764444,-3.082131611538932e-05,8.493379973682048e-05,0.00010431353192527912,0.0007442525277359968
0.0001622054800217063,0.0018551078161673988,7.203405275160962e-05,0.00014273616441878715,5.964236865575928e-05,0.000607187372126559
0.00019265426454556953,0.001182553349603007,-5.0284313227833585e-05,3.407228263754773e-05,-5.643076429856548e-05,0.0011673531530427472
0.00023569920378173435,0.0016981031847207652,-7.952828860273618e-05,0.0002048434946249584,0.00023333423367389084,0.002149210456506719
0.0002574605435720842,0.0012003504643838215,-0.0002216281162140668,-3.299507461199931e-05,-6.432352121917784e-05,0.0015151764680172372
0.00025433694038234716,0.0009965301879758706,-0.0001547302080174855,0.0002346288640428869,-7.474323053682409e-05,0.0005014865379971855
0.000165478798752158,0.0014762094238525204,1.3436071430813085e-05,0.00018475676500238805,0.000376579988749391,0.00037088511815655046
0.0002780731916396781,0.0017027816759374998,-2.6659547462635355e-05,0.00015781031018898928,5.671512930559201e-05,0.0017276088010161122
0.00021604151182676547,0.0010117307742035725,-9.765123903982816e-06,2.205015562097907e-05,-0.00015043237749059904,0.0012291993708026551
0.00022315101348119616,0.0008152859581430376,-0.00011527492937312473,9.969275754715378e-05,-0.00019261728412453945,0.0003102340992874572
0.0002024755552609945,0.0007803978596306571,-1.3883238301595466e-05,4.7931324520127824e-05,0.00021022830008366318,0.00038044117420300947
