shape Sulfur,beta
0.005344844447109348,-3.5883554784153247
0.011608227778583405,-1.4020168874224959
0.011083187020888858,-0.732956487957867
0.00966921469078639,-2.5768800136785424
0.007493265130577194,-2.095523015252566
0.0033806300144585757,-4.562269265064597
0.005044461468094991,-3.3552007348547566
1.546308891091095e-05,-332.57738102424054
0.01812480483401184,-1.622690319770296
0.0030967589463382073,-5.866964993653502
0.02529263169135425,-0.8434452834533619
0.006572488915878395,-2.0564464805001754
0.007580656533997713,-2.3023376160147135
0.028146353235438123,-0.9240033892656303
0.006645243694553423,-1.2320030544470022
0.0071967731617679515,-0.32940410116740526
0.020198760852818114,-0.03797676630671834
0.006191126769713105,-3.102909869926831
0.02046218608339435,-1.3240618518887195
0.01913733559326443,-0.21234820160206005
0.003024620598040434,-0.3182299370075844
0.004328897248938252,-3.6765446046844645
0.02455315667746417,-0.12032643960209205
0.007609650641728929,-3.1243170567195055
0.008862764212933756,-2.1932708713161744
0.004967755697281154,-3.8102473557960406
0.00443298237239157,-2.04609165982595
0.03290722050000109,-1.0014847795693098
0.004761363846201098,-0.7948117699798602
0.006203851170136277,-0.27679305151137196
0.006196104116812226,-2.877861938785083
0.00032484164222836356,-48.01058974206435
0.0019929989961839775,-1.7781392816318242
0.005450843303494123,-0.20050936146233223
0.011112377030026183,-1.1161323187143544
0.004249525947875695,-1.088255795727975
0.0034754653150618894,-0.7472954735175154
0.02733172260222457,-0.3633707272907632
0.006291057651559782,-2.6983047272881513
0.009180006635827036,-2.7107967664428183
0.006527809898344688,-0.9047612340741987
0.012960123031047977,-0.016761420865733394
0.031357084612555236,-0.040725497722447365
0.0030501235187124437,-3.5312505657993047
0.014189079156400181,-0.4817480780024368
0.006635314985001717,-2.6858967884890026
0.012064035761274326,-1.8020910554248848
0.0010578514558179475,-0.250690927654854
0.004739457239769254,-2.3543489018125254
0.027211220518945093,-1.184327899788366
0.02541041714404927,-1.0881251946058275
0.007131815238997865,-2.5997723715183523
0.021401906444198412,-0.43232732706071797
0.0075742000782412725,-1.2547979344427533
0.0013401226978502576,-11.432260945724872
0.03651945080327182,-0.34352874211931783
0.013769033843665011,-1.1719513408782298
0.002611913227173072,-1.9807112581428554
0.0030520951302438863,-1.993676969049946
0.013658206572130953,-0.67402782579962
0.029256996936708194,-1.2171140576478587
0.021661623753594178,-0.0017404713352978153
0.002601408472160822,-6.028629088879015
0.004068496384322217,-0.24802582349261654
0.007444061523225238,-1.8802520458117427
0.030632924369687738,-0.1840297097690577
0.033091623020607884,-0.4348815544854628
0.021686703414289618,-1.3130999802927703
0.00831366095256645,-1.7871488716325914
0.0023121330187340057,-5.80524905289525
0.011220779506387635,-1.831035583171523
0.009236370543473923,-1.688809491128257
0.0026951837036255258,-4.536174366432653
0.004122472916933845,-3.4735760513928233
0.0019385082261814401,-4.531753056686573
0.00860709940026266,-0.9681670799649871
0.00835971341597519,-0.3975393449141587
0.020191876196766427,-1.0400054388215485
0.018249004072712474,-1.7073552248686985
0.018155463367682118,-1.4235321342790512
0.011266305672541822,-0.7353559011675372
0.003942444394508299,-3.8142325518816897
0.006840843224097643,-3.4462477452371725
0.013272720823315804,-0.8072588094322901
0.0423059504411218,-0.8965709800999387
0.018700431561076054,-0.058780628271562406
0.03529974869512292,-0.7658323237589153
0.02084036788127309,-1.5403463957345163
0.009619208734128373,-0.05167931234277433
